"zip","city"
17370,"York-Hanover, PA (Metro)"
17371,"York-Hanover, PA (Metro)"
17372,"Gettysburg, PA (Metro)"
17372,"York-Hanover, PA (Metro)"
17401,"York-Hanover, PA (Metro)"
17402,"York-Hanover, PA (Metro)"
17403,"York-Hanover, PA (Metro)"
17404,"York-Hanover, PA (Metro)"
17406,"York-Hanover, PA (Metro)"
17407,"York-Hanover, PA (Metro)"
17408,"York-Hanover, PA (Metro)"
17501,"Lancaster, PA (Metro)"
17502,"Lancaster, PA (Metro)"
17505,"Lancaster, PA (Metro)"
17507,"Lancaster, PA (Metro)"
17508,"Lancaster, PA (Metro)"
17509,"Lancaster, PA (Metro)"
17512,"Lancaster, PA (Metro)"
17516,"Lancaster, PA (Metro)"
17517,"Lancaster, PA (Metro)"
17518,"Lancaster, PA (Metro)"
17519,"Lancaster, PA (Metro)"
17520,"Lancaster, PA (Metro)"
17522,"Lancaster, PA (Metro)"
17527,"Lancaster, PA (Metro)"
17527,Philadelphia
17529,"Lancaster, PA (Metro)"
17532,"Lancaster, PA (Metro)"
17535,"Lancaster, PA (Metro)"
17536,"Lancaster, PA (Metro)"
17538,"Lancaster, PA (Metro)"
17540,"Lancaster, PA (Metro)"
17543,"Lancaster, PA (Metro)"
17545,"Lancaster, PA (Metro)"
17545,"Lebanon, PA (Metro)"
17547,"Lancaster, PA (Metro)"
17550,"Lancaster, PA (Metro)"
17551,"Lancaster, PA (Metro)"
17552,"Lancaster, PA (Metro)"
17554,"Lancaster, PA (Metro)"
17555,"Lancaster, PA (Metro)"
17555,"Reading, PA (Metro)"
17557,"Lancaster, PA (Metro)"
17560,"Lancaster, PA (Metro)"
17562,"Lancaster, PA (Metro)"
17563,"Lancaster, PA (Metro)"
17565,"Lancaster, PA (Metro)"
17566,"Lancaster, PA (Metro)"
17569,"Lancaster, PA (Metro)"
17569,"Reading, PA (Metro)"
17570,"Lancaster, PA (Metro)"
17572,"Lancaster, PA (Metro)"
17576,"Lancaster, PA (Metro)"
17578,"Lancaster, PA (Metro)"
17579,"Lancaster, PA (Metro)"
17581,"Lancaster, PA (Metro)"
17582,"Lancaster, PA (Metro)"
17584,"Lancaster, PA (Metro)"
17601,"Lancaster, PA (Metro)"
17602,"Lancaster, PA (Metro)"
17603,"Lancaster, PA (Metro)"
17606,"Lancaster, PA (Metro)"
17701, 
17701,"Williamsport, PA (Metro)"
17702,"Williamsport, PA (Metro)"
17721,"Lock Haven, PA (Micro)"
17723,"Williamsport, PA (Metro)"
17724, 
17724,"Sayre, PA (Micro)"
17724,"Williamsport, PA (Metro)"
17727, 
17727,"Williamsport, PA (Metro)"
17728,"Williamsport, PA (Metro)"
17729, 
17729,"Lock Haven, PA (Micro)"
17730,"Sunbury, PA (Micro)"
17731, 
17737, 
17737,"Williamsport, PA (Metro)"
17739,"Williamsport, PA (Metro)"
17740,"Lock Haven, PA (Micro)"
17740,"Williamsport, PA (Metro)"
17742,"Williamsport, PA (Metro)"
17744,"Williamsport, PA (Metro)"
17745,"Lock Haven, PA (Micro)"
17745,"Williamsport, PA (Metro)"
17747,"Lock Haven, PA (Micro)"
17748,"Lock Haven, PA (Micro)"
17749,"Sunbury, PA (Micro)"
17750,"Lock Haven, PA (Micro)"
17751,"Lock Haven, PA (Micro)"
17752,"Williamsport, PA (Metro)"
17754,"Williamsport, PA (Metro)"
17756,"Bloomsburg-Berwick, PA (Metro)"
17756,"Sunbury, PA (Micro)"
17756,"Williamsport, PA (Metro)"
17758, 
17758,"Williamsport, PA (Metro)"
17760,"Lock Haven, PA (Micro)"
17762,"Williamsport, PA (Metro)"
17763,"Williamsport, PA (Metro)"
17764,"Lock Haven, PA (Micro)"
17765, 
17765,"Williamsport, PA (Metro)"
17767,"Lock Haven, PA (Micro)"
17768, 
17771,"Williamsport, PA (Metro)"
17772,"Bloomsburg-Berwick, PA (Metro)"
17772,"Sunbury, PA (Micro)"
17774, 
17774,"Bloomsburg-Berwick, PA (Metro)"
17774,"Williamsport, PA (Metro)"
17776,"Williamsport, PA (Metro)"
17777,"Bloomsburg-Berwick, PA (Metro)"
17777,"Sunbury, PA (Micro)"
17778,"Lock Haven, PA (Micro)"
17779,"Lock Haven, PA (Micro)"
17801,"Sunbury, PA (Micro)"
17810,"Lewisburg, PA (Micro)"
17810,"Williamsport, PA (Metro)"
17812,"Selinsgrove, PA (Micro)"
17813,"Selinsgrove, PA (Micro)"
17814, 
17814,"Bloomsburg-Berwick, PA (Metro)"
17814,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
17814,"Williamsport, PA (Metro)"
17815,"Bloomsburg-Berwick, PA (Metro)"
17815,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
17820,"Bloomsburg-Berwick, PA (Metro)"
17821,"Bloomsburg-Berwick, PA (Metro)"
17821,"Sunbury, PA (Micro)"
17822,"Bloomsburg-Berwick, PA (Metro)"
17823,"Sunbury, PA (Micro)"
17824,"Bloomsburg-Berwick, PA (Metro)"
17824,"Sunbury, PA (Micro)"
17827,"Selinsgrove, PA (Micro)"
17829,"Lewisburg, PA (Micro)"
17830,"Sunbury, PA (Micro)"
17832,"Sunbury, PA (Micro)"
17834,"Sunbury, PA (Micro)"
17835,"Lewisburg, PA (Micro)"
17836,"Sunbury, PA (Micro)"
17837,"Lewisburg, PA (Micro)"
17840,"Sunbury, PA (Micro)"
17841,"Lewistown, PA (Micro)"
17841,"Selinsgrove, PA (Micro)"
17842,"Selinsgrove, PA (Micro)"
17844,"Lewisburg, PA (Micro)"
17845,"Lewisburg, PA (Micro)"
17846,"Bloomsburg-Berwick, PA (Metro)"
17846,"Williamsport, PA (Metro)"
17847,"Bloomsburg-Berwick, PA (Metro)"
17847,"Sunbury, PA (Micro)"
17850,"Sunbury, PA (Micro)"
17851,"Sunbury, PA (Micro)"
17853, 
17853,"Selinsgrove, PA (Micro)"
17855,"Lewisburg, PA (Micro)"
17856,"Lewisburg, PA (Micro)"
17857,"Sunbury, PA (Micro)"
17859,"Bloomsburg-Berwick, PA (Metro)"
17860,"Sunbury, PA (Micro)"
17861,"Selinsgrove, PA (Micro)"
17862,"Selinsgrove, PA (Micro)"
17864,"Selinsgrove, PA (Micro)"
17865,"Sunbury, PA (Micro)"
17866,"Sunbury, PA (Micro)"
17867,"Sunbury, PA (Micro)"
17868,"Sunbury, PA (Micro)"
17870,"Lewisburg, PA (Micro)"
17870,"Selinsgrove, PA (Micro)"
17872,"Sunbury, PA (Micro)"
17876,"Selinsgrove, PA (Micro)"
17878,"Bloomsburg-Berwick, PA (Metro)"
17878,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
17880,"Lewisburg, PA (Micro)"
17881,"Sunbury, PA (Micro)"
17884,"Bloomsburg-Berwick, PA (Metro)"
17885,"Lewisburg, PA (Micro)"
17886,"Lewisburg, PA (Micro)"
17887,"Lewisburg, PA (Micro)"
17888,"Bloomsburg-Berwick, PA (Metro)"
17889,"Lewisburg, PA (Micro)"
17889,"Selinsgrove, PA (Micro)"
17901,"Pottsville, PA (Micro)"
17920,"Bloomsburg-Berwick, PA (Metro)"
17921,"Bloomsburg-Berwick, PA (Metro)"
17921,"Pottsville, PA (Micro)"
17922,"Pottsville, PA (Micro)"
17923,"Pottsville, PA (Micro)"
17925,"Pottsville, PA (Micro)"
17929,"Pottsville, PA (Micro)"
17930,"Pottsville, PA (Micro)"
17931,"Pottsville, PA (Micro)"
17933,"Pottsville, PA (Micro)"
17934,"Pottsville, PA (Micro)"
17935,"Pottsville, PA (Micro)"
17936,"Pottsville, PA (Micro)"
17938,"Pottsville, PA (Micro)"
17941,"Pottsville, PA (Micro)"
17941,"Sunbury, PA (Micro)"
17943,"Pottsville, PA (Micro)"
17944,"Pottsville, PA (Micro)"
17945,"Bloomsburg-Berwick, PA (Metro)"
17945,"Pottsville, PA (Micro)"
17946,"Pottsville, PA (Micro)"
17948,"Pottsville, PA (Micro)"
17949,"Pottsville, PA (Micro)"
17951,"Pottsville, PA (Micro)"
17952,"Pottsville, PA (Micro)"
17953,"Pottsville, PA (Micro)"
17954,"Pottsville, PA (Micro)"
17957,"Pottsville, PA (Micro)"
17959,"Pottsville, PA (Micro)"
17960,"Pottsville, PA (Micro)"
17961,"Pottsville, PA (Micro)"
17963,"Lebanon, PA (Metro)"
17963,"Pottsville, PA (Micro)"
17964,"Pottsville, PA (Micro)"
17964,"Sunbury, PA (Micro)"
17965,"Pottsville, PA (Micro)"
17967,"Pottsville, PA (Micro)"
17968,"Pottsville, PA (Micro)"
17970,"Pottsville, PA (Micro)"
17972,"Pottsville, PA (Micro)"
17974,"Pottsville, PA (Micro)"
17976,"Pottsville, PA (Micro)"
17978,"Pottsville, PA (Micro)"
17979,"Pottsville, PA (Micro)"
17980,"Harrisburg-Carlisle, PA (Metro)"
17980,"Pottsville, PA (Micro)"
17981,"Pottsville, PA (Micro)"
17982,"Pottsville, PA (Micro)"
17983,"Pottsville, PA (Micro)"
17985,"Bloomsburg-Berwick, PA (Metro)"
17985,"Pottsville, PA (Micro)"
18011,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18011,"Reading, PA (Metro)"
18013,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18014,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18015,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18016,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18017,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18018,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18020,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18030,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18031,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18031,"Reading, PA (Metro)"
18032,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18034,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18035,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18036,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18036,Philadelphia
18037,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18038,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18040,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18041,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18041,Philadelphia
18041,"Reading, PA (Metro)"
18042,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18045,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18046,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18049,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18051,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18052,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18053,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18054,Philadelphia
18055,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18055,Philadelphia
18056,"Reading, PA (Metro)"
18058,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18058,"East Stroudsburg, PA (Metro)"
18059,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18062,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18062,"Reading, PA (Metro)"
18063,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18064,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18066,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18067,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18068,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18069,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18070,Philadelphia
18070,"Reading, PA (Metro)"
18071,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18071,"East Stroudsburg, PA (Metro)"
18072,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18073,Philadelphia
18074,Philadelphia
18076,Philadelphia
18077,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18077,Philadelphia
18078,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18079,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18080,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18081,Philadelphia
18083,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18085,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18086,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18087,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18088,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18091,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18092,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18092,"Reading, PA (Metro)"
18101,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18102,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18103,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18104,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18105,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18106,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18109,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18195,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18201,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18201,"Pottsville, PA (Micro)"
18201,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18202,"Pottsville, PA (Micro)"
18202,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18210,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18210,"East Stroudsburg, PA (Metro)"
18211,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18211,"Pottsville, PA (Micro)"
18212,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18214,"Pottsville, PA (Micro)"
18216,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18216,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18218,"Pottsville, PA (Micro)"
18219,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18220,"Pottsville, PA (Micro)"
18221,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18222,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18223,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18224,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18225,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18229,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18230,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18231,"Pottsville, PA (Micro)"
18232,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18234,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18235,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18237,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18237,"Pottsville, PA (Micro)"
18239,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18240,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18240,"Pottsville, PA (Micro)"
18241,"Pottsville, PA (Micro)"
18241,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18242,"Pottsville, PA (Micro)"
18244,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18244,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18245,"Pottsville, PA (Micro)"
18246,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18248,"Pottsville, PA (Micro)"
18249,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18250,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18251,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18252,"Pottsville, PA (Micro)"
18254,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18255,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18255,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18256,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18301,"East Stroudsburg, PA (Metro)"
18302,"East Stroudsburg, PA (Metro)"
18302,New York
18321,"East Stroudsburg, PA (Metro)"
18322,"East Stroudsburg, PA (Metro)"
18323,"East Stroudsburg, PA (Metro)"
18324,"East Stroudsburg, PA (Metro)"
18324,New York
18325,"East Stroudsburg, PA (Metro)"
18325,New York
18326,"East Stroudsburg, PA (Metro)"
18327,"East Stroudsburg, PA (Metro)"
18328,New York
18330,"East Stroudsburg, PA (Metro)"
18331,"East Stroudsburg, PA (Metro)"
18332,"East Stroudsburg, PA (Metro)"
18333,"East Stroudsburg, PA (Metro)"
18334,"East Stroudsburg, PA (Metro)"
18335,"East Stroudsburg, PA (Metro)"
18336,New York
18337,New York
18340,New York
18342,"East Stroudsburg, PA (Metro)"
18343,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18344,"East Stroudsburg, PA (Metro)"
18346,"East Stroudsburg, PA (Metro)"
18347,"East Stroudsburg, PA (Metro)"
18349,"East Stroudsburg, PA (Metro)"
18350,"East Stroudsburg, PA (Metro)"
18351,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18352,"East Stroudsburg, PA (Metro)"
18353,"East Stroudsburg, PA (Metro)"
18354,"East Stroudsburg, PA (Metro)"
18355,"East Stroudsburg, PA (Metro)"
18356,"East Stroudsburg, PA (Metro)"
18357,"East Stroudsburg, PA (Metro)"
18360,"East Stroudsburg, PA (Metro)"
18370,"East Stroudsburg, PA (Metro)"
18371,New York
18372,"East Stroudsburg, PA (Metro)"
18403,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18405, 
18405,New York
18407, 
18407,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18411,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18413, 
18414,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18415, 
18417, 
18419, 
18419,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18420,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18421, 
18421,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18424, 
18424,"East Stroudsburg, PA (Metro)"
18424,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18425,New York
18426,New York
18427, 
18428, 
18428,New York
18430, 
18431, 
18433,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18434,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18435,New York
18436, 
18436,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18437, 
18438, 
18439, 
18441, 
18443, 
18444, 
18444,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18445, 
18445,New York
18446, 
18446,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18447,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18451,New York
18452,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18453, 
18454, 
18455, 
18456, 
18457,New York
18458,New York
18459, 
18460, 
18460,New York
18461, 
18462, 
18463, 
18464,New York
18465, 
18466,"East Stroudsburg, PA (Metro)"
18469, 
18470, 
18471,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18472, 
18473, 
18503,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18504,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18505,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18507,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18508,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18509,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18510,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18512,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18517,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18518,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18519,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18602,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18603,"Bloomsburg-Berwick, PA (Metro)"
18603,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18610,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18610,"East Stroudsburg, PA (Metro)"
18610,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18612,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18614, 
18614,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18615,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18616, 
18617,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18618,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18619, 
18621,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18622,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18623, 
18623,"Sayre, PA (Micro)"
18623,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18624,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18625,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18626, 
18628, 
18629,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18630, 
18630,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18631,"Bloomsburg-Berwick, PA (Metro)"
18632, 
18634,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18635,"Bloomsburg-Berwick, PA (Metro)"
18635,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18636,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18640,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18641,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18642,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18643,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18644,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18651,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18653,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18655,"Bloomsburg-Berwick, PA (Metro)"
18655,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18656,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18657,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18660,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18661,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18661,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18701,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18702,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18704,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18705,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18706,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18707,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18708,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18709,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18801, 
18810,"Sayre, PA (Micro)"
18812, 
18814,"Sayre, PA (Micro)"
18816, 
18817,"Sayre, PA (Micro)"
18818, 
18821, 
18822, 
18823, 
18824, 
18825, 
18826, 
18828, 
18829,"Sayre, PA (Micro)"
18830, 
18830,"Sayre, PA (Micro)"
18831,"Sayre, PA (Micro)"
18832,"Sayre, PA (Micro)"
18833, 
18833,"Sayre, PA (Micro)"
18834, 
18837,"Sayre, PA (Micro)"
18840,"Sayre, PA (Micro)"
18842, 
18843, 
18844, 
18844,"Scranton--Wilkes-Barre--Hazleton, PA (Metro)"
18845,"Sayre, PA (Micro)"
18846,"Sayre, PA (Micro)"
18847, 
18848,"Sayre, PA (Micro)"
18850,"Sayre, PA (Micro)"
18851,"Sayre, PA (Micro)"
18853,"Sayre, PA (Micro)"
18854,"Sayre, PA (Micro)"
18901,Philadelphia
18902,Philadelphia
18912,Philadelphia
18913,Philadelphia
18914,Philadelphia
18915,Philadelphia
18917,Philadelphia
18920,Philadelphia
18923,Philadelphia
18925,Philadelphia
18929,Philadelphia
18930,Philadelphia
18932,Philadelphia
18935,Philadelphia
18936,Philadelphia
18938,Philadelphia
18940,Philadelphia
18942,Philadelphia
18944,Philadelphia
18947,Philadelphia
18950,Philadelphia
18951,"Allentown-Bethlehem-Easton, PA-NJ (Metro)"
18951,Philadelphia
18954,Philadelphia
18955,Philadelphia
18960,Philadelphia
18962,Philadelphia
18964,Philadelphia
18966,Philadelphia
18969,Philadelphia
18970,Philadelphia
18972,Philadelphia
18974,Philadelphia
18976,Philadelphia
18977,Philadelphia
18980,Philadelphia
19001,Philadelphia
19002,Philadelphia
19003,Philadelphia
19004,Philadelphia
19006,Philadelphia
19007,Philadelphia
19008,Philadelphia
19009,Philadelphia
19010,Philadelphia
19012,Philadelphia
19013,Philadelphia
19014,Philadelphia
19015,Philadelphia
19017,Philadelphia
19018,Philadelphia
19020,Philadelphia
19021,Philadelphia
19022,Philadelphia
19023,Philadelphia
19025,Philadelphia
19026,Philadelphia
19027,Philadelphia
19029,Philadelphia
19030,Philadelphia
19031,Philadelphia
19032,Philadelphia
19033,Philadelphia
19034,Philadelphia
19035,Philadelphia
19036,Philadelphia
19038,Philadelphia
19040,Philadelphia
19041,Philadelphia
19043,Philadelphia
19044,Philadelphia
19046,Philadelphia
19047,Philadelphia
19050,Philadelphia
19053,Philadelphia
19054,Philadelphia
19055,Philadelphia
19056,Philadelphia
19057,Philadelphia
19060,Philadelphia
19061,Philadelphia
19063,Philadelphia
19064,Philadelphia
19066,Philadelphia
19067,Philadelphia
19070,Philadelphia
19072,Philadelphia
19073,Philadelphia
19074,Philadelphia
19075,Philadelphia
19076,Philadelphia
19078,Philadelphia
19079,Philadelphia
19081,Philadelphia
19082,Philadelphia
19083,Philadelphia
19085,Philadelphia
19086,Philadelphia
19087,Philadelphia
19090,Philadelphia
19094,Philadelphia
19095,Philadelphia
19096,Philadelphia
19102,Philadelphia
19103,Philadelphia
19104,Philadelphia
19106,Philadelphia
19107,Philadelphia
19109,Philadelphia
19111,Philadelphia
19112,Philadelphia
19113,Philadelphia
19114,Philadelphia
19115,Philadelphia
19116,Philadelphia
19118,Philadelphia
19119,Philadelphia
19120,Philadelphia
19121,Philadelphia
19122,Philadelphia
19123,Philadelphia
19124,Philadelphia
19125,Philadelphia
19126,Philadelphia
19127,Philadelphia
19128,Philadelphia
19129,Philadelphia
19130,Philadelphia
19131,Philadelphia
19132,Philadelphia
19133,Philadelphia
19134,Philadelphia
19135,Philadelphia
19136,Philadelphia
19137,Philadelphia
19138,Philadelphia
19139,Philadelphia
19140,Philadelphia
19141,Philadelphia
19142,Philadelphia
19143,Philadelphia
19144,Philadelphia
19145,Philadelphia
19146,Philadelphia
19147,Philadelphia
19148,Philadelphia
19149,Philadelphia
19150,Philadelphia
19151,Philadelphia
19152,Philadelphia
19153,Philadelphia
19154,Philadelphia
19301,Philadelphia
19310,"Lancaster, PA (Metro)"
19310,Philadelphia
19311,Philadelphia
19312,Philadelphia
19316,Philadelphia
19317,Philadelphia
19319,Philadelphia
19320,Philadelphia
19330,Philadelphia
19333,Philadelphia
19335,Philadelphia
19341,Philadelphia
19342,Philadelphia
19343,Philadelphia
19344,"Lancaster, PA (Metro)"
19344,Philadelphia
19345,Philadelphia
19348,Philadelphia
19350,Philadelphia
19352,Philadelphia
19355,Philadelphia
19358,Philadelphia
19362,"Lancaster, PA (Metro)"
19362,Philadelphia
19363,"Lancaster, PA (Metro)"
19363,Philadelphia
19365,Philadelphia
19367,Philadelphia
19372,Philadelphia
19373,Philadelphia
19374,Philadelphia
19375,Philadelphia
19380,Philadelphia
19382,Philadelphia
19383,Philadelphia
19390,Philadelphia
19401,Philadelphia
19403,Philadelphia
19405,Philadelphia
